"";"HF100";"HF101";"HF102";"HF103";"HF104";"HF105";"HF106";"HF107";"HF108";"HF109";"HF110";"HF112";"HF113";"HF114";"HF115";"HF116";"HF117";"HF119";"HF120";"HF124";"HF125";"HF126";"HF127";"HF129";"HF130";"HF131";"HF132";"HF133";"HF134";"HF135";"HF136";"HF137";"HF138";"HF139";"HF140";"HF142";"HF143";"HF144";"HF149";"HF151";"HF152";"HF153";"HF154";"HF156";"HF158";"HF159";"HF160";"HF161";"HF162";"HF163";"HF164";"HF169";"HF171";"HF172";"HF173";"HF178";"HF41";"HF46";"HF47";"HF50";"HF51";"HF52";"HF53";"HF54";"HF55";"HF56";"HF57";"HF58";"HF59";"HF60";"HF61";"HF62";"HF63";"HF64";"HF65";"HF66";"HF68";"HF71";"HF72";"HF73";"HF74";"HF75";"HF76";"HF77";"HF79";"HF80";"HF81";"HF82";"HF83";"HF84";"HF85";"HF90";"HF91";"HF92";"HF93";"HF94";"HF95";"HF96";"Domain";"Supergroup";"Division";"Subdivision";"Class";"Order";"Family";"Genus";"Species";"nutrition";"morphology";"locomotion";"habitat"
"Otu50";0;0;0;1;1;0;1;0;1;0;1;0;63;5;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;666;3;2;2;6;0;1;1;8;0;11;13;2;563;3;2;12;19;2;2;3;2;183;4;0;0;164;5;2;1;0;4;1;1;17;0;0;1;0;0;0;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Arthropoda";"Hexapoda";"Collembola";"Collembola_X";"Collembola_X_sp.";NA;NA;NA;NA
"Otu1922";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;2;0;1;0;2;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Endomyxa";"Vampyrellida";NA;NA;NA;NA;NA;NA;NA
"Otu603";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;2;0;1;0;0;0;0;0;0;1;0;0;0;1;0;2;0;1;1;3;0;4;0;0;1;0;0;0;0;3;3;0;2;1;2;0;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Cercomonadida";"Paracercomonadidae";"Paracercomonas";NA;"bacterivore";"naked_amoeboflagellate";"gliding";"soil_and_freshwater"
"Otu344";0;1;0;1;0;2;1;0;0;1;3;0;2;0;2;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7;5;6;3;5;1;2;1;5;1;5;1;0;1;5;4;3;1;0;1;6;1;6;1;2;0;4;0;0;0;2;1;2;0;3;0;0;0;2;2;0;"Eukaryota";"Archaeplastida";"Chlorophyta";"Chlorophyta_X";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";NA;NA;NA;NA;NA;NA
"Otu18";47;11;0;53;1;2;0;0;0;1;1;26;206;11;0;1;0;38;6;0;1;0;260;76;1;1;0;2;0;0;0;98;0;3;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;1;2;0;0;0;0;0;9;0;0;0;303;0;6;202;1;0;0;0;0;15;280;4;0;316;0;1;7;0;1;0;0;0;0;0;0;43;1;0;1;0;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Nematoda";"Enoplea";"Enoplea_X";"Enoplea_XX";"Enoplea_XX_sp.";NA;NA;NA;NA
"Otu281";12;0;12;0;12;12;3;1;5;0;0;6;2;0;7;2;5;3;4;0;3;0;2;1;0;0;2;0;0;4;3;2;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;25;16;22;22;23;20;16;14;14;26;19;29;13;27;19;11;11;19;5;4;7;21;22;14;20;26;15;17;15;8;11;7;12;31;9;16;16;10;4;19;25;"Eukaryota";"TSAR";"Stramenopiles";"Gyrista";"Xanthophyceae";"Xanthophyceae_X";"Xanthophyceae_XX";NA;NA;NA;NA;NA;NA
"Otu15";46;23;25;6;17;28;130;11;18;8;36;17;24;12;25;12;10;14;21;1;2;1;5;4;6;1;12;10;23;6;7;4;0;3;0;0;4;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;1;0;29;36;29;60;35;68;4;110;117;20;44;58;112;36;65;114;53;46;53;62;16;69;69;92;41;67;32;84;35;164;48;247;22;54;53;29;30;30;22;49;38;27;"Eukaryota";"TSAR";"Stramenopiles";"Gyrista";"Peronosporomycetes";"Peronosporomycetes_X";"Peronosporales";"Pythium";NA;NA;NA;NA;NA
"Otu187";0;0;0;1;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;30;5;11;11;28;6;2;3;8;10;17;17;12;4;34;1;2;12;3;8;1;5;10;6;12;7;32;12;12;2;19;0;3;0;12;1;7;0;5;1;0;"Eukaryota";"TSAR";"Alveolata";"Ciliophora";"Spirotrichea";"Hypotrichia";"Oxytrichidae";"Oxytrichidae_X";"Oxytrichidae_X_sp.";NA;NA;NA;NA
"Otu1084";6;2;2;3;0;11;0;6;4;7;0;3;4;1;3;2;3;9;3;2;5;5;2;7;1;23;1;3;1;0;1;2;0;0;6;0;12;3;5;4;0;2;1;28;5;0;3;6;0;0;0;0;1;8;0;0;1;0;1;2;1;3;3;1;2;1;5;8;2;3;7;4;1;2;7;4;5;1;3;0;2;5;5;1;3;4;1;2;2;1;7;6;12;4;1;9;17;1;"Eukaryota";"TSAR";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Colpodida";NA;NA;NA;NA;NA;NA
"Otu59";10;13;12;5;16;17;20;6;10;4;7;0;14;3;15;8;6;15;4;1;1;1;18;4;0;4;2;5;10;0;3;3;12;7;2;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;27;8;50;34;18;43;5;8;22;6;10;23;10;14;9;14;16;13;4;22;6;16;6;27;7;10;14;27;5;22;5;15;13;9;9;9;16;7;16;13;17;23;"Eukaryota";"Cryptista";"Cryptophyta";"Cryptophyta_X";"Cryptophyceae";"Cryptomonadales";"Cryptomonadales_X";"Cryptomonas";NA;NA;NA;NA;NA
"Otu133";19;8;10;7;1;9;7;2;5;4;8;11;18;0;7;3;0;9;0;0;0;0;1;5;0;1;1;3;2;0;0;0;2;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;1;6;0;11;2;8;1;5;15;5;3;2;0;12;9;4;19;10;12;6;7;4;7;5;4;7;1;9;4;3;10;4;6;10;34;5;4;14;4;9;"Eukaryota";"Amoebozoa";"Evosea";"Evosea_X";"Variosea";"Flamellidae";"Flamella-lineage";NA;NA;NA;NA;NA;NA
"Otu20";35;0;28;4;1;11;0;0;89;1;0;0;0;0;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;2;1;5;2;130;2;57;1;122;144;1;4;53;95;0;378;220;4;1;31;96;3;9;52;12;1;79;2;0;21;1;141;2;1;2;1;1;74;1;1;1;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Tardigrada";"Tardigrada_X";"Tardigrada_XX";"Tardigrada_XXX";"Tardigrada_XXX_sp.";NA;NA;NA;NA
"Otu181";3;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;16;18;10;5;19;7;8;15;4;17;26;13;6;4;9;3;5;6;3;11;12;6;9;5;12;6;3;2;4;2;6;1;3;0;1;5;0;0;2;3;1;"Eukaryota";"Archaeplastida";"Chlorophyta";"Chlorophyta_X";"Chlorophyceae";"Chlamydomonadales";"Chlamydomonadales_X";"Tetracystis";NA;NA;NA;NA;NA
"Otu121";14;4;6;2;9;8;13;7;11;8;12;0;2;3;3;5;2;8;3;1;2;2;4;2;0;5;1;5;3;16;4;0;25;1;3;0;0;1;5;0;0;0;1;8;1;0;0;0;0;0;0;0;0;0;0;0;19;28;9;37;6;30;9;16;15;11;19;19;8;17;20;16;20;8;11;27;1;20;11;24;8;11;6;12;11;24;6;5;8;4;6;7;19;2;11;5;18;27;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Cercomonadida";"Paracercomonadidae";"Paracercomonas";"Paracercomonas_sp.";"bacterivore";"naked_amoeboflagellate";"gliding";"soil_and_freshwater"
"Otu627";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;2;0;0;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"TSAR";"Stramenopiles";"Bigyra";"Sagenista";"Labyrinthulomycetes";"Amphifilaceae";NA;NA;NA;NA;NA;NA
"Otu71";1;7;4;7;74;43;7;2;16;12;23;1;5;2;19;0;3;22;5;9;2;2;12;15;0;4;14;4;6;5;26;5;3;12;3;0;0;0;0;0;0;3;3;2;0;15;1;0;0;1;0;0;0;0;0;0;3;1;2;4;3;2;1;2;3;2;5;1;1;0;1;2;20;3;7;6;0;5;3;4;8;1;3;6;4;1;2;2;1;1;4;2;1;1;5;3;7;3;"Eukaryota";"TSAR";"Stramenopiles";"Gyrista";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Otu29";63;4;22;12;10;9;14;7;15;9;15;2;14;0;13;11;10;14;4;0;0;10;12;5;1;2;2;2;9;9;6;2;13;8;1;0;2;0;1;0;0;0;0;14;0;1;0;0;0;0;0;0;1;1;0;0;4;10;9;16;8;23;8;16;18;13;16;19;11;14;25;23;21;12;10;23;1;29;13;18;22;13;3;13;15;27;9;10;7;15;16;8;18;10;14;17;19;46;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Cercomonadida";"Cercomonadidae";"Eocercomonas";"Eocercomonas_sp.";"omnivore";"naked_amoeboflagellate";"gliding";"soil_and_freshwater"
"Otu365";0;0;2;0;2;0;0;1;2;0;0;9;0;0;0;1;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0;0;4;0;0;1;3;0;1;4;2;4;3;1;2;0;0;0;0;0;0;0;1;0;3;1;1;0;2;0;2;2;0;12;8;1;1;3;0;"Eukaryota";"TSAR";"Stramenopiles";"Gyrista";"Chrysophyceae";"Ochromonadales";"Ochromonadaceae";"Poterioochromonas";NA;NA;NA;NA;NA
"Otu30";30;11;12;22;23;33;25;23;44;15;10;19;19;19;6;5;16;15;36;7;20;46;32;34;4;13;19;14;20;47;51;27;29;25;15;41;76;16;53;16;30;65;94;81;48;78;50;52;82;83;37;9;46;13;19;81;32;44;32;41;19;25;35;14;36;34;21;15;41;18;26;50;22;18;38;40;15;26;32;25;12;39;22;51;33;13;14;11;19;31;21;34;26;23;28;36;76;32;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Glissomonadida";"Allapsidae";"Group-Te";"Group_Te_sp.";NA;NA;NA;NA
"Otu23";13;15;14;27;4;7;1;0;3;2;8;15;9;0;6;16;4;16;7;1;0;0;6;5;0;20;3;2;7;0;10;3;16;6;13;1;7;15;4;0;10;23;3;14;10;31;26;29;36;8;78;1;66;329;26;46;9;5;4;18;2;13;3;12;7;19;19;28;4;21;6;6;8;6;12;15;5;38;4;8;12;15;6;14;6;25;3;14;8;4;8;13;22;2;6;8;8;7;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Cercomonadida";"Cercomonadidae";"Cercomonas";"Cercomonas_sp.";"omnivore";"naked_amoeboflagellate";"gliding";"soil_and_freshwater"
"Otu3";147;165;261;541;540;365;256;1128;536;215;51;1303;281;27;259;70;121;147;615;1385;1537;766;163;155;13;1055;452;39;59;69;120;387;99;182;1552;505;141;1241;545;1693;1274;310;1603;356;556;448;1101;182;686;821;711;1931;854;287;166;374;95;552;804;659;1078;80;1233;779;526;857;376;350;179;126;125;27;126;624;563;34;1545;118;188;53;213;369;1097;12;473;22;1053;502;270;964;189;230;680;449;11;106;336;86;"Eukaryota";"Archaeplastida";"Streptophyta";"Streptophyta_X";"Klebsormidiophyceae";"Klebsormidiophyceae_X";"Klebsormidiophyceae_XX";"Klebsormidium";NA;NA;NA;NA;NA
"Otu887";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;1;2;0;0;0;1;2;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;2;3;4;3;0;1;1;2;3;2;2;1;1;0;1;0;1;0;0;2;0;2;0;1;1;0;0;1;2;1;0;0;0;0;2;0;0;1;"Eukaryota";"TSAR";"Stramenopiles";"Bigyra";"Opalozoa";"Opalozoa_X";"MAST-12";"MAST-12C";"MAST-12C_sp.";NA;NA;NA;NA
"Otu169";10;19;9;13;27;7;5;9;27;21;44;4;27;2;19;8;14;54;10;8;20;61;22;10;5;8;57;51;33;306;43;18;53;49;22;37;86;18;50;29;15;54;11;47;49;81;21;20;23;0;25;5;24;3;17;18;6;1;0;0;1;4;4;3;2;4;8;9;7;12;9;9;8;2;12;5;3;18;5;8;1;2;1;4;6;11;5;0;5;3;16;7;9;7;12;26;10;27;"Eukaryota";"Amoebozoa";"Discosea";"Discosea_X";"Centramoebia";"Acanthopodida";NA;NA;NA;NA;NA;NA;NA
"Otu22";190;26;45;24;26;37;34;30;10;37;23;12;29;6;13;7;15;92;6;11;21;87;51;42;12;55;51;52;28;47;44;34;38;35;17;15;51;9;26;0;15;41;10;38;45;30;38;7;8;1;9;0;4;5;0;1;63;13;10;27;28;29;38;22;34;54;51;22;101;42;61;62;51;20;69;52;18;76;37;49;41;44;46;45;85;50;39;37;24;26;58;39;51;36;47;47;54;47;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Thecofilosea";"Cryomonadida";"Rhogostoma-lineage";"Rhogostoma-lineage_X";"Rhogostoma-lineage_X_sp.";"omnivore";"testate_cell_organic";"gliding";"soil_and_freshwater"
"Otu100";3;3;3;0;1;8;1;0;4;2;8;0;9;0;3;1;1;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;15;8;5;7;1;22;8;5;28;6;11;14;9;11;22;15;8;8;11;13;4;14;9;23;8;13;6;9;9;10;10;11;15;8;3;8;9;2;7;8;9;21;"Eukaryota";"Cryptista";"Cryptophyta";"Cryptophyta_X";"Cryptophyceae";NA;NA;NA;NA;NA;NA;NA;NA
"Otu396";0;1;7;7;4;2;6;2;0;3;6;0;7;2;0;0;2;3;0;3;2;4;0;1;0;0;1;0;4;0;2;0;15;3;3;0;16;0;0;0;0;0;0;6;0;5;1;0;0;1;4;0;0;0;0;0;3;5;0;4;0;1;3;6;0;2;3;2;1;2;1;6;3;0;1;5;1;11;0;6;1;4;0;1;0;3;1;3;1;1;1;1;1;0;2;3;0;2;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Imbricatea";"Thaumatomonadida";NA;NA;NA;NA;NA;NA;NA
"Otu47";12;10;8;11;5;8;11;4;17;10;21;2;21;0;5;17;0;9;13;2;1;1;5;0;1;0;0;6;2;8;1;0;1;0;3;4;0;6;1;0;32;7;1;4;1;0;10;0;4;12;4;0;0;0;14;38;11;30;1;0;0;0;7;6;2;2;8;1;4;7;11;10;5;144;11;18;0;0;0;27;7;8;1;4;8;8;2;4;16;2;10;12;0;1;10;0;6;2;"Eukaryota";"TSAR";"Alveolata";"Apicomplexa";"Gregarinomorphea";"Neogregarinorida";"Actinocephalidae";"Monocystis";"Monocystis_sp.";NA;NA;NA;NA
"Otu24";26;13;17;11;26;27;31;12;20;12;27;6;40;5;19;8;20;27;4;7;2;9;3;3;0;5;9;3;29;193;24;8;26;13;2;0;4;0;0;3;2;3;2;0;0;0;2;0;0;0;6;0;0;0;0;0;9;3;7;10;17;20;4;23;18;6;16;17;12;8;5;31;26;8;19;24;1;68;11;22;10;9;4;25;10;28;17;20;22;13;28;9;32;17;49;36;18;46;"Eukaryota";"Amoebozoa";"Evosea";"Evosea_X";"Variosea";"Variosea_X";"Filamoebidae";"Filamoeba";NA;NA;NA;NA;NA
"Otu73";3;1;1;0;1;3;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;35;17;14;10;51;12;6;9;12;18;19;1;11;9;8;10;10;13;20;1;43;12;26;1;6;5;21;2;13;4;5;3;3;1;3;11;0;8;3;13;6;"Eukaryota";"Amoebozoa";"Evosea";"Evosea_X";"Variosea";"Flamellidae";"WIM80-lineage";"WIM80-lineage_X";"WIM80-lineage_X_sp.";NA;NA;NA;NA
"Otu661";0;1;1;5;0;3;2;13;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"Eukaryota";"TSAR";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Colpodida";NA;NA;NA;NA;NA;NA
"Otu128";0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;20;12;9;4;23;3;3;3;4;33;6;15;6;7;5;3;1;4;0;1;21;5;2;1;8;4;6;0;2;0;0;0;1;3;1;1;0;0;0;0;0;"Eukaryota";"TSAR";"Stramenopiles";"Gyrista";"Xanthophyceae";"Xanthophyceae_X";"Xanthophyceae_XX";"Heterococcus";NA;NA;NA;NA;NA
"Otu107";9;9;8;8;14;19;8;1;12;3;4;1;1;1;6;1;7;6;2;8;1;1;4;0;0;1;4;3;1;0;1;0;12;9;0;2;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;3;13;4;11;6;16;7;4;19;6;8;2;6;4;8;5;9;5;2;9;13;7;6;3;4;2;6;4;0;1;6;4;7;4;5;3;7;8;3;10;"Eukaryota";"Amoebozoa";"Evosea";"Evosea_X";"Variosea";NA;NA;NA;NA;NA;NA;NA;NA
"Otu111";3;0;5;0;0;2;2;0;0;1;0;2;0;0;1;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;5;4;7;2;9;1;4;10;5;9;4;4;4;4;13;3;9;2;10;3;22;7;19;3;4;3;8;0;4;1;2;1;3;1;7;4;3;2;1;1;8;"Eukaryota";"Cryptista";"Cryptophyta";"Cryptophyta_X";"Cryptophyceae";"Cryptomonadales";"Cryptomonadales_X";"Geminigera";"Geminigera_cryophila";NA;NA;NA;NA
"Otu6";98;513;298;86;11;25;5;15;309;247;88;67;16;1713;800;1532;429;21;12;21;17;23;12;16;64;22;30;15;1096;21;29;531;23;7;17;1;5;6;28;1;1;3;0;0;2;0;0;0;0;1;0;2;0;4;2;7;4;2;83;2;0;3;7;2;8;10;2;7;7;1;45;60;17;4;6;7;125;12;15;7;5;32;5;8;4;5;28;30;5;12;28;141;145;5;3;38;14;24;"Eukaryota";"Archaeplastida";"Streptophyta";"Streptophyta_X";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";NA;NA;NA;NA;NA;NA
"Otu46";6;2;9;3;21;17;8;12;17;3;3;0;2;1;8;2;3;12;5;0;1;23;1;0;0;1;3;1;0;15;0;0;3;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;16;10;19;7;38;4;8;23;6;13;10;12;6;12;14;13;4;16;16;4;28;11;22;5;11;8;15;2;17;10;15;9;12;8;9;1;3;11;13;21;27;"Eukaryota";"Amoebozoa";"Evosea";"Evosea_X";"Variosea";"Variosea_X";NA;NA;NA;NA;NA;NA;NA
"Otu61";33;19;15;9;17;16;24;4;10;10;14;3;20;7;13;4;9;17;4;13;3;11;8;15;1;6;24;8;17;20;41;13;29;10;3;24;31;5;35;12;10;13;1;12;19;14;9;5;0;2;2;3;6;0;1;12;27;40;20;24;12;59;12;29;38;18;35;36;21;24;27;35;32;26;45;31;15;25;37;74;42;17;15;25;36;32;17;30;15;24;16;27;27;12;17;27;38;38;"Eukaryota";"Archaeplastida";"Chlorophyta";"Chlorophyta_X";"Chlorophyceae";"Chlamydomonadales";"Chlamydomonadales_X";"Heterochlamydomonas";NA;NA;NA;NA;NA
"Otu26";4;54;5;2;10;94;0;5;65;43;20;71;5;9;16;20;33;73;2;14;22;11;20;6;2;6;41;10;52;9;28;23;17;207;56;2;9;22;5;27;199;4;2;0;19;36;19;2;1;3;17;3;4;7;2;0;23;1;1;13;44;11;23;25;2;18;102;8;4;0;2;14;6;2;8;5;2;1;10;5;9;4;1;6;5;2;0;1;2;3;1;2;15;5;1;0;5;3;"Eukaryota";"Obazoa";"Opisthokonta";"Metazoa";"Mollusca";"Gastropoda";"Caenogastropoda";"Viviparus";"Viviparus_georgianus";NA;NA;NA;NA
"Otu341";1;1;1;2;1;0;4;6;0;0;8;0;1;1;4;1;1;2;0;1;0;1;2;2;0;1;1;0;0;9;6;0;17;3;2;7;4;1;0;0;0;0;0;0;6;2;0;0;0;0;1;0;0;0;1;0;8;1;1;3;2;3;1;0;10;0;2;1;2;7;2;3;2;0;7;14;0;3;6;8;0;4;1;1;6;4;0;2;7;0;3;0;1;0;8;3;2;4;"Eukaryota";"TSAR";"Stramenopiles";"Gyrista";"Peronosporomycetes";"Peronosporomycetes_X";"Peronosporomycetes_XX";"Peronosporomycetes_XXX";"Peronosporomycetes_XXX_sp.";NA;NA;NA;NA
"Otu32";12;16;17;6;16;12;4;10;8;11;9;30;15;0;9;6;9;28;45;5;3;3;2;12;0;1;11;6;22;16;3;5;187;2;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;30;67;42;55;43;38;15;26;31;19;31;22;37;19;35;45;53;23;28;26;14;91;25;60;22;23;37;35;17;36;41;40;10;45;21;8;28;13;21;20;71;22;"Eukaryota";"Amoebozoa";"Tubulinea";"Tubulinea_X";"Elardia";"Euamoebida";"Vermamoebidae";"Hartmannella";"Hartmannella_vermiformis";NA;NA;NA;NA
"Otu140";1;0;4;0;1;3;3;0;3;0;3;2;1;1;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;10;6;2;2;28;3;7;11;7;10;6;5;20;22;10;8;6;4;4;1;22;8;10;3;7;2;17;14;5;4;2;0;1;0;2;0;4;8;4;5;4;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Cercomonadida";"Paracercomonadidae";"Paracercomonas";"Paracercomonas_sp.";"bacterivore";"naked_amoeboflagellate";"gliding";"soil_and_freshwater"
"Otu132";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;7;76;14;1;59;0;2;17;10;0;13;2;0;1;0;0;4;0;0;4;0;0;0;0;14;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;"Eukaryota";"TSAR";"Alveolata";"Ciliophora";"Spirotrichea";"Hypotrichia";NA;NA;NA;NA;NA;NA;NA
"Otu162";2;6;0;3;8;4;0;1;0;2;7;0;0;1;2;0;1;7;1;3;0;0;5;3;0;3;1;2;1;5;6;1;5;0;2;3;0;0;0;0;0;0;2;0;5;0;0;0;0;0;0;0;5;0;0;2;3;2;9;6;5;13;1;6;14;3;5;3;2;4;6;4;6;1;1;0;2;7;2;7;0;5;1;7;5;5;3;2;1;3;0;1;1;1;2;4;3;12;"Eukaryota";"Archaeplastida";"Chlorophyta";"Chlorophyta_X";"Chlorophyceae";"Chlamydomonadales";"Chlamydomonadales_X";"Spongiochloris";NA;NA;NA;NA;NA
"Otu76";1;0;1;0;5;1;3;2;2;1;3;0;4;0;5;0;1;1;0;1;4;3;17;5;1;1;31;4;7;8;24;2;35;2;9;48;55;13;25;7;23;26;7;143;50;33;24;22;10;5;10;1;6;1;15;13;9;9;5;3;1;18;5;12;16;24;16;23;35;7;2;9;6;10;8;5;8;3;6;29;2;9;10;4;8;6;2;8;0;8;3;3;11;2;9;1;11;26;"Eukaryota";"Archaeplastida";"Chlorophyta";"Chlorophyta_X";"Chlorophyceae";"Chlamydomonadales";"Chlamydomonadales_X";"Chlorococcum";"Chlorococcum_microstigmatum";NA;NA;NA;NA
"Otu294";1;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;2;0;12;2;2;7;0;9;4;5;7;4;7;0;1;2;1;0;13;3;0;0;0;1;3;0;1;1;0;0;1;0;1;1;0;0;1;4;1;"Eukaryota";"Archaeplastida";"Streptophyta";"Streptophyta_X";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";NA;NA;NA;NA;NA;NA
"Otu146";1;1;5;1;3;1;0;0;1;1;3;0;5;0;4;1;0;2;2;0;0;1;0;2;0;0;5;0;0;0;1;2;1;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;7;6;11;2;4;4;4;1;2;8;5;4;2;8;11;6;3;11;46;0;1;6;4;1;6;3;5;7;3;9;6;7;2;11;17;6;2;5;4;1;"Eukaryota";"TSAR";"Stramenopiles";"Gyrista";"Chrysophyceae";"Ochromonadales";"Ochromonadales_clade-XII";"Ochromonadales_clade-XII_X";"Ochromonadales_clade-XII_X_sp.";NA;NA;NA;NA
"Otu154";29;6;15;14;15;20;22;18;29;6;9;3;17;0;16;8;14;21;3;12;2;11;8;2;0;1;7;10;6;9;3;7;55;8;1;0;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;22;13;5;6;2;27;7;16;20;15;11;21;13;23;19;21;22;10;19;30;3;31;26;22;21;31;7;23;9;49;10;13;20;12;14;14;1;8;17;24;32;29;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";NA;NA;NA;NA;NA;NA;NA;NA;NA
