,HF100,HF101,HF102,HF103,HF104,HF105,HF106,HF107,HF108,HF109,HF110,HF112,HF113,HF114,HF115,HF116,HF117,HF119,HF120,HF124,HF125,HF126,HF127,HF129,HF130,HF131,HF132,HF133,HF134,HF135,HF136,HF137,HF138,HF139,HF140,HF142,HF143,HF144,HF149,HF151,HF152,HF153,HF154,HF156,HF158,HF159,HF160,HF161,HF162,HF163,HF164,HF169,HF171,HF172,HF173,HF178,HF41,HF46,HF47,HF50,HF51,HF52,HF53,HF54,HF55,HF56,HF57,HF58,HF59,HF60,HF61,HF62,HF63,HF64,HF65,HF66,HF68,HF71,HF72,HF73,HF74,HF75,HF76,HF77,HF79,HF80,HF81,HF82,HF83,HF84,HF85,HF90,HF91,HF92,HF93,HF94,HF95,HF96,taxonomy,nutrition,morphology,locomotion,habitat
Otu7,765,26,56,128,128,69,30,183,34,85,237,45,25,30,74,1282,50,91,76,13,28,187,20,37,8,41,72,89,86,48,13,241,14,31,421,8,686,42,4,4,12,6,10,7,61,11,12,6,0,5,11,2,11,3,4,8,219,292,302,415,182,1288,268,218,171,198,283,303,395,239,597,787,361,719,410,486,222,1816,563,1221,187,406,352,586,449,772,1527,3238,200,92,143,117,62,95,359,115,146,97,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Tetracladium,NA,NA,NA,NA
Otu50,0,0,0,1,5,0,1,0,1,0,1,0,71,14,0,0,0,0,0,24,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1998,3,6,10,22,5,7,11,11,4,29,23,11,2562,8,10,26,54,8,9,9,7,764,14,4,1,695,15,4,2,0,8,3,2,26,2,1,1,0,1,0,0,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Collembola;Collembola_X;Collembola_X_sp.;,NA,NA,NA,NA
Otu1334,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,1,1,0,0,0,1,2,1,1,2,0,0,2,1,0,1,0,0,0,1,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,Eukaryota,NA,NA,NA,NA
Otu4,511,684,927,748,3213,737,1377,797,1435,1239,872,682,888,781,1881,1540,678,983,425,1021,690,703,1000,3168,399,549,798,1139,723,947,845,1057,1622,679,450,323,224,245,179,270,315,140,290,158,490,305,332,246,233,152,385,184,570,496,179,364,567,608,626,1406,418,1403,359,685,834,416,503,545,557,654,891,1011,589,844,516,680,924,1038,843,2639,645,530,563,733,1080,1321,1312,828,1071,339,390,552,268,954,2558,588,679,681,Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Tremellomycetes;Cryptococcus,NA,NA,NA,NA
Otu17,113,75,183,166,707,146,146,187,179,249,191,192,126,159,637,233,222,197,121,376,165,88,108,146,74,133,170,196,132,223,126,157,146,46,41,48,59,52,38,32,42,58,26,20,89,80,101,34,20,45,32,35,59,17,50,67,98,63,103,161,60,140,129,108,73,140,122,168,157,99,177,441,122,243,214,252,101,44,350,471,113,108,144,286,259,228,176,109,255,58,101,83,60,136,498,176,129,125,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes,NA,NA,NA,NA
Otu1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,7,0,1,0,3,0,1,0,0,6,0,0,0,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;TSAR;Rhizaria;Cercozoa;Endomyxa;Vampyrellida,NA,NA,NA,NA
Otu603,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,11,6,3,5,1,5,1,2,0,0,4,0,0,1,10,0,10,5,13,1,6,0,12,2,0,6,0,2,0,0,4,4,0,6,2,4,0,Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Cercomonadida;Paracercomonadidae;Paracercomonas,bacterivore,naked_amoeboflagellate,gliding,soil_and_freshwater
Otu344,0,3,0,3,0,2,1,0,0,3,3,0,2,0,8,1,0,0,0,0,0,0,2,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,9,16,8,18,5,13,10,19,3,16,10,7,2,20,9,8,4,0,1,9,5,51,5,8,3,13,4,6,4,5,4,2,0,4,0,0,12,2,3,0,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Chlorellales;Chlorellales_X,NA,NA,NA,NA
Otu18,98,16,0,106,6,2,0,2,1,2,1,113,226,68,2,6,1,58,17,1,2,3,452,197,1,4,0,4,1,0,0,236,0,5,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,148,3,4,2,0,3,2,1,33,2,0,0,1192,1,19,927,2,6,3,2,3,41,1098,25,1,909,1,2,37,1,1,0,2,1,0,0,0,81,4,0,2,0,Eukaryota;Obazoa;Opisthokonta;Metazoa;Nematoda;Enoplea;Enoplea_X;Enoplea_XX;Enoplea_XX_sp.;,NA,NA,NA,NA
Otu281,24,4,17,5,64,14,6,1,12,1,0,34,2,1,27,7,12,4,7,3,10,2,4,3,0,1,4,1,0,6,3,5,2,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,54,101,105,70,95,108,107,47,92,102,58,108,75,94,87,46,48,93,26,42,43,59,182,32,60,110,44,78,66,23,33,55,17,45,14,20,28,46,11,35,30,Eukaryota;TSAR;Stramenopiles;Gyrista;Xanthophyceae;Xanthophyceae_X;Xanthophyceae_XX,NA,NA,NA,NA
Otu733,387,1422,810,904,4575,993,897,1484,2268,2974,3552,794,1755,1367,2056,2609,1120,3936,572,3187,4320,5917,8792,4845,3459,4811,7702,4217,6387,4090,5671,5057,12829,4833,4567,6993,6496,5800,6094,5712,6778,3779,4112,6342,7337,7532,7508,5720,6867,4127,4488,4644,15414,6432,5279,11136,164,305,87,2170,393,388,194,333,298,216,236,173,564,287,380,484,385,338,2160,622,148,318,186,876,344,293,269,313,725,1378,404,321,1007,160,352,259,118,267,1514,671,458,272,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;Leotiomycetes_X_sp.;,NA,NA,NA,NA
Otu988,31,53,44,137,140,173,11,357,42,158,26,456,24,36,123,106,64,54,243,172,88,170,44,44,42,290,85,64,31,30,34,106,42,87,265,73,12,293,89,50,109,20,48,32,56,21,17,1,23,72,15,148,6,10,16,8,115,80,93,33,74,15,100,193,85,186,66,58,34,42,112,199,124,41,90,74,242,64,99,685,31,127,99,223,201,184,1050,136,35,173,32,52,406,249,57,77,82,19,Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Tremellomycetes,NA,NA,NA,NA
Otu113,5,3,5,10,31,17,8,2,4,7,0,44,4,23,32,6,6,7,33,18,4,9,10,0,3,13,8,6,3,0,0,8,2,6,11,3,2,13,1,0,1,3,36,2,4,0,3,0,7,4,32,11,2,342,0,42,45,47,32,34,11,79,54,19,53,57,46,31,31,36,36,65,18,22,87,66,29,17,71,371,31,57,58,90,26,44,18,30,12,12,28,11,151,10,15,3,23,10,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes,NA,NA,NA,NA
Otu15,87,43,44,13,102,43,169,30,49,19,60,99,29,69,127,41,43,24,55,1,13,7,12,15,11,7,16,17,37,7,7,4,0,7,2,0,4,1,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,1,0,90,105,148,272,115,259,61,627,406,111,115,202,460,150,225,521,166,171,158,215,125,294,262,747,99,189,131,410,224,748,201,646,97,83,96,52,41,42,101,120,75,58,Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X;Peronosporales;Pythium,NA,NA,NA,NA
Otu187,0,0,0,1,2,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,85,18,41,28,116,32,6,7,35,33,50,51,53,16,125,10,12,32,18,45,3,13,99,21,30,27,136,59,57,21,36,0,7,1,23,3,17,0,13,4,0,Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Oxytrichidae;Oxytrichidae_X;Oxytrichidae_X_sp.;,NA,NA,NA,NA
Otu1084,13,6,2,6,0,12,1,13,20,14,5,20,4,9,11,10,12,25,6,5,23,11,3,14,2,62,1,6,3,0,1,3,0,0,14,3,13,25,7,12,0,2,1,32,8,0,13,12,0,0,0,0,4,35,0,0,8,0,6,10,16,11,13,10,15,15,14,24,4,23,19,20,7,7,31,16,32,14,21,6,5,16,11,4,13,16,10,3,25,2,14,11,16,5,5,13,34,1,Eukaryota;TSAR;Alveolata;Ciliophora;Colpodea;Colpodea_X;Colpodida,NA,NA,NA,NA
Otu59,17,17,19,17,66,18,31,17,21,13,13,9,18,19,57,39,19,22,8,8,8,4,34,10,3,15,4,7,15,0,3,9,17,11,4,0,3,0,0,1,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,74,22,168,114,58,156,19,61,77,35,39,66,37,56,44,75,49,58,16,62,18,95,39,237,19,29,47,96,42,73,35,23,60,17,16,15,22,12,82,42,32,38,Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Cryptomonas,NA,NA,NA,NA
Otu133,41,13,19,19,4,12,9,10,13,18,13,57,19,0,34,10,2,17,0,2,1,0,2,9,0,13,2,8,4,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,4,24,1,31,13,21,5,26,41,20,17,21,7,41,21,15,42,50,50,27,29,36,17,13,19,32,12,48,27,6,29,7,11,20,40,10,27,28,8,12,Eukaryota;Amoebozoa;Evosea;Evosea_X;Variosea;Flamellidae;Flamella-lineage,NA,NA,NA,NA
Otu1433,338,1087,1105,1076,5411,1097,1450,1281,1652,2220,1547,927,1297,1815,2194,1718,1054,1880,790,3020,2304,2595,2415,5232,1625,2063,3200,2555,2433,1576,2756,3341,3552,2461,2109,1773,1419,1356,1327,830,1209,976,1270,1022,2082,3008,1971,721,886,673,749,491,1017,912,442,834,112,194,134,468,231,410,218,579,623,314,235,260,389,480,452,599,386,740,287,370,116,245,384,1034,414,305,406,415,1032,804,792,388,957,221,399,298,172,1654,2225,607,400,473,Unassigned,NA,NA,NA,NA
Otu11,53,151,78,386,526,537,49,409,226,361,74,1417,39,75,338,586,139,98,729,450,320,288,86,124,108,463,299,126,49,115,208,188,71,94,258,237,40,433,47,173,137,41,237,155,78,28,68,21,150,464,65,261,122,137,80,109,136,63,608,103,48,58,309,258,51,229,85,284,183,78,221,188,95,95,84,123,1173,221,231,437,36,54,163,214,273,148,1223,306,78,134,31,179,758,141,74,99,115,64,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes,NA,NA,NA,NA
Otu1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota,NA,NA,NA,NA
Otu419,2,0,1,2,7,6,3,4,3,0,4,0,4,0,3,4,3,1,1,2,3,0,7,2,2,2,4,7,0,0,3,3,2,0,0,0,4,1,4,3,1,1,0,0,3,1,0,9,0,0,1,0,0,1,0,6,8,11,2,10,9,18,1,3,24,2,3,5,5,5,5,6,5,0,4,10,1,7,8,41,0,0,6,10,7,11,11,3,1,6,0,2,3,4,7,0,2,9,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales;Spizellomycetales_X;Spizellomycetales_XX;Spizellomycetales_XX_sp.;,NA,NA,NA,NA
Otu20,56,2,48,7,4,13,0,0,304,1,1,0,0,0,45,0,1,2,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,3,9,9,4,470,12,251,4,600,372,8,14,247,311,11,1114,730,11,7,161,405,12,100,133,31,7,322,5,8,133,3,607,6,1,2,1,3,393,2,2,1,Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Tardigrada_XXX;Tardigrada_XXX_sp.;,NA,NA,NA,NA
Otu181,4,0,3,0,2,1,0,3,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,46,70,26,20,57,27,42,37,26,51,84,49,30,17,31,13,12,23,15,38,37,32,124,16,23,21,23,11,20,3,11,5,3,0,1,6,0,0,4,4,1,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Tetracystis,NA,NA,NA,NA
Otu12,156,102,2,8,61,27,114,29,221,60,98,10,151,33,164,67,38,161,4,19,20,29,65,9,66,141,85,80,122,6,167,80,14,67,58,74,12,6,6,3,1,2,31,5,12,62,307,2,1,0,3,3,2,4,0,0,47,164,3,26,12,1387,205,250,170,81,344,158,55,42,23,164,106,277,43,59,166,124,26,688,157,59,152,156,48,29,155,35,15,10,78,21,11,18,143,76,47,2,Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes_X;Agaricomycetes_X_sp.;,NA,NA,NA,NA
Otu121,26,8,16,10,45,12,18,15,25,22,20,7,2,12,16,7,7,20,5,5,7,4,10,6,6,12,2,8,5,21,4,9,34,1,7,0,0,4,7,0,0,0,4,11,1,0,0,0,0,0,0,0,0,0,0,0,55,53,31,130,24,104,26,62,58,58,48,66,26,70,68,66,47,28,57,87,7,99,57,158,24,55,18,69,69,92,33,14,42,6,8,14,22,6,78,10,48,48,Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Cercomonadida;Paracercomonadidae;Paracercomonas;Paracercomonas_sp.;,bacterivore,naked_amoeboflagellate,gliding,soil_and_freshwater
Otu1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,9,0,0,0,0,0,0,2,0,0,0,2,3,1,0,0,0,0,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes,NA,NA,NA,NA
Otu627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,3,0,0,4,1,0,2,9,2,0,0,2,1,0,2,0,0,0,2,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Amphifilaceae,NA,NA,NA,NA
Otu5,254,146,72,50,218,173,126,90,184,129,202,44,41,211,143,67,46,379,87,65,234,193,653,624,234,430,383,127,215,344,118,781,320,674,259,373,239,405,1302,455,508,222,380,455,613,403,1028,167,923,233,1203,226,478,1568,175,570,456,365,221,500,197,1477,605,565,379,354,588,440,417,629,823,1290,455,1419,691,1149,241,1571,504,1794,265,304,253,929,613,3772,282,274,290,112,86,174,344,96,392,144,98,75,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Mucoromycotina;Mucoromycotina_X;Mucoromycotina_XX;Mucoromycotina_XX_sp.;,NA,NA,NA,NA
Otu131,46,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,1,0,1,4,1,24,0,41,4,2,5,8,2,10,3,4,6,11,996,7,0,4,0,18,0,4,2,5,0,0,1,1,0,0,1,11,0,0,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes,NA,NA,NA,NA
Otu71,5,10,7,14,299,63,9,4,41,28,42,3,6,10,98,5,5,31,7,15,6,9,17,32,5,12,21,13,13,5,26,14,6,25,15,1,0,1,0,0,0,3,11,2,0,18,2,0,1,1,0,0,0,0,0,0,8,3,11,7,5,7,5,6,9,5,11,4,7,7,7,2,49,11,10,20,12,21,5,37,13,7,21,26,27,9,9,4,7,2,6,3,2,6,37,5,12,8,Eukaryota;TSAR;Stramenopiles;Gyrista,NA,NA,NA,NA
Otu286,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,3,13,5,16,24,9,7,18,8,16,8,18,15,17,2,3,6,11,2,8,6,56,2,4,2,17,0,8,0,1,5,5,0,2,0,0,0,3,3,4,Eukaryota;Amoebozoa,NA,NA,NA,NA
Otu29,112,8,35,19,74,12,19,21,63,22,22,13,15,13,66,30,24,25,7,2,3,21,21,13,1,6,3,5,23,11,6,11,21,12,8,0,2,1,1,0,1,0,2,15,0,2,0,0,0,0,0,0,2,2,0,0,36,22,22,67,38,92,33,72,59,50,35,68,43,55,80,93,56,30,31,88,2,116,45,146,58,36,21,52,69,139,46,23,45,18,26,14,26,21,91,31,54,86,Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Cercomonadida;Cercomonadidae;Eocercomonas;Eocercomonas_sp.;,omnivore,naked_amoeboflagellate,gliding,soil_and_freshwater
Otu365,0,0,6,0,11,0,0,2,14,0,0,26,0,2,0,1,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,14,0,1,8,1,0,4,10,3,2,8,8,9,15,1,9,2,0,5,0,1,0,2,1,2,8,7,8,1,5,4,5,4,0,16,13,8,5,5,0,Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales;Ochromonadaceae;Poterioochromonas,NA,NA,NA,NA
Otu251,0,1,3,1,2,29,0,6,0,3,0,31,4,1,0,9,1,3,3,8,3,0,0,5,1,19,4,3,0,0,4,1,3,9,12,8,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,5,3,13,0,0,0,4,6,1,2,3,0,1,3,19,4,7,1,4,0,6,0,3,39,2,3,1,2,2,7,19,2,4,2,0,0,39,7,2,0,2,0,Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Tremellomycetes,NA,NA,NA,NA
Otu30,49,17,22,39,126,44,30,72,156,34,27,85,22,126,33,32,42,23,89,21,60,116,64,93,24,54,40,37,39,64,51,51,41,36,42,91,88,100,65,49,85,65,333,86,81,104,173,99,138,145,57,74,93,52,40,109,101,106,107,192,72,98,113,84,117,161,74,62,163,104,78,243,71,62,119,158,84,115,126,234,35,96,95,243,198,94,90,36,98,48,28,56,41,52,125,89,144,47,Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida;Allapsidae;Group-Te;Group_Te_sp.;,NA,NA,NA,NA
Otu23,25,20,22,65,14,9,1,9,15,9,14,57,10,0,20,48,11,26,18,1,4,2,12,12,1,58,9,5,13,0,10,12,22,9,37,2,8,58,4,5,33,23,21,17,25,44,91,51,65,14,109,22,155,1025,64,70,25,9,12,72,12,43,13,72,41,70,35,119,20,92,37,38,29,20,41,46,32,144,18,71,33,32,31,35,49,101,14,29,39,5,11,17,33,7,35,16,17,14,Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas_sp.;,omnivore,naked_amoeboflagellate,gliding,soil_and_freshwater
Otu2,320,886,880,1190,5520,1106,1287,1025,1609,1892,1199,1091,1313,1733,2050,1663,820,1608,758,2388,1765,2358,2331,4388,1367,1716,2579,2595,2243,1557,2795,2703,3275,2354,1732,1922,1437,1488,1375,809,1152,930,1166,904,1874,2971,1884,626,828,554,652,487,1023,1018,415,745,146,194,168,402,244,384,226,632,632,334,200,269,375,370,390,539,362,650,267,343,146,286,390,1113,414,290,364,406,917,753,1073,465,995,271,316,292,373,1507,1983,624,410,411,Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellomycetes_X;Tremellomycetes_X_sp.;,NA,NA,NA,NA
Otu48,9,19,57,13,166,18,24,25,61,88,56,30,17,39,82,42,21,47,24,133,63,52,135,91,37,68,134,66,95,39,148,52,186,98,71,146,102,81,86,106,37,62,56,49,103,110,94,34,16,1,20,5,31,6,14,50,29,23,1,15,11,24,9,25,25,9,11,24,9,7,51,112,19,13,92,36,15,34,29,105,27,23,22,9,32,18,23,8,25,30,7,28,13,9,54,14,12,49,Eukaryota;Obazoa;Opisthokonta;Fungi;Zoopagomycota;Entomophthoromycotina;Entomophthoromycotina_X;Basidiobolus,NA,NA,NA,NA
Otu35,21,22,32,18,89,33,11,19,52,25,25,17,15,16,104,38,30,46,16,36,20,22,30,21,14,16,25,36,37,58,28,21,24,11,10,5,16,37,8,13,15,30,19,2,30,21,56,19,19,8,19,15,38,9,36,69,96,212,202,149,52,209,88,101,456,77,250,117,109,159,188,218,147,108,114,121,55,67,91,586,66,111,67,213,105,176,212,108,84,59,57,28,42,29,250,57,199,267,Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Tricholoma,NA,NA,NA,NA
Otu3,274,278,463,1196,2522,513,348,3130,1936,588,99,6796,318,122,1227,272,380,265,1530,3230,5396,1867,304,347,65,3256,756,95,112,99,120,972,134,310,4553,1155,155,5820,659,5134,4400,313,6101,385,1076,657,4350,345,1217,1595,1199,9927,1972,935,348,532,294,1378,2928,2550,3440,256,5134,3890,1992,3910,988,1254,726,625,431,138,372,2152,1851,119,9177,447,752,432,542,970,4539,55,2708,107,5073,1290,1164,1481,303,411,982,871,83,198,668,150,Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Klebsormidiophyceae;Klebsormidiophyceae_X;Klebsormidiophyceae_XX;Klebsormidium,NA,NA,NA,NA
Otu887,0,0,0,1,7,1,0,0,0,1,0,0,2,0,0,0,0,4,5,0,1,1,4,0,0,0,1,4,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,16,6,5,7,20,6,2,5,6,9,4,5,6,2,0,3,1,7,0,0,5,1,5,1,7,6,1,5,2,3,4,0,0,0,2,12,0,0,3,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalozoa_X;MAST-12;MAST-12C;MAST-12C_sp.;,NA,NA,NA,NA
Otu196,75,58,184,109,398,129,116,103,217,90,165,98,109,140,251,184,118,90,161,33,69,46,33,91,27,53,48,60,31,59,63,67,11,54,25,7,6,12,5,7,6,3,5,4,7,11,23,11,2,4,10,2,1,5,9,21,110,83,67,183,40,207,128,159,145,154,136,196,143,142,225,275,304,253,159,282,56,40,220,420,74,128,156,266,179,1061,227,87,189,66,114,89,38,148,339,91,85,86,Unassigned,NA,NA,NA,NA
Otu235,10,1,1,5,0,7,0,0,5,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,12,33,1,26,10,11,51,14,10,18,11,15,17,34,12,5,21,33,12,26,30,77,6,11,14,31,7,22,7,8,17,1,3,5,3,0,11,5,10,11,Eukaryota,NA,NA,NA,NA
Otu169,15,25,19,33,110,12,11,24,74,61,74,15,34,19,73,23,41,97,20,17,49,140,41,29,17,34,83,104,59,390,43,44,81,95,53,81,104,91,57,87,72,54,50,52,88,109,121,31,41,3,37,35,54,20,31,33,22,5,2,1,5,29,17,5,4,19,20,34,27,34,33,51,17,11,31,28,18,70,40,66,7,9,12,21,37,54,28,9,36,6,33,15,12,16,70,72,14,50,Eukaryota;Amoebozoa;Discosea;Discosea_X;Centramoebia;Acanthopodida,NA,NA,NA,NA
Otu22,381,44,73,42,124,51,48,104,39,104,52,57,33,47,113,30,47,160,12,25,62,180,87,111,38,205,79,102,59,68,44,78,60,64,66,32,59,35,36,2,28,42,48,45,77,38,157,12,9,7,15,0,11,15,0,1,180,41,32,113,91,127,136,117,132,224,160,67,345,161,199,239,141,82,229,169,90,284,152,322,108,93,151,222,488,291,176,117,100,41,77,84,64,65,229,104,104,76,Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Rhogostoma-lineage;Rhogostoma-lineage_X;Rhogostoma-lineage_X_sp.;,omnivore,testate_cell_organic,gliding,soil_and_freshwater
Otu100,7,4,8,0,16,12,2,1,15,8,10,3,9,1,7,2,4,6,3,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,44,17,22,35,13,71,35,24,112,27,38,38,28,59,68,43,21,30,30,45,9,62,50,147,17,49,30,54,28,55,42,20,38,12,5,15,10,4,49,18,21,36,Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae,NA,NA,NA,NA
Otu396,0,3,11,16,16,2,6,8,0,7,8,3,9,8,1,0,6,4,0,5,2,5,0,3,0,3,1,3,8,1,2,1,20,5,11,0,17,0,0,2,0,0,0,6,0,8,6,0,1,1,7,0,0,0,0,0,4,18,0,14,0,3,14,16,3,7,4,4,5,21,2,14,7,1,2,15,6,46,2,46,6,5,2,2,4,9,4,3,12,1,1,4,1,0,7,6,0,5,Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Thaumatomonadida,NA,NA,NA,NA
Otu47,19,14,12,17,33,10,18,12,63,28,34,13,24,15,16,69,1,13,26,5,6,3,7,0,2,0,0,11,3,10,1,0,1,0,3,8,0,21,3,0,127,7,4,7,5,0,30,0,6,20,6,3,0,4,26,55,26,69,3,0,0,0,19,17,21,9,27,9,18,45,24,28,14,482,30,45,0,0,2,159,22,15,22,28,46,53,12,12,76,2,12,24,0,8,51,0,21,2,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;Monocystis;Monocystis_sp.;,NA,NA,NA,NA
